,BALANCE,PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS
107,4986.400804,0.0,5439.467563,8000.0,1241.538024
108,1246.624558,423.7,412.399058,2000.0,577.050373
109,6644.201650999999,4478.75,7205.520805,9000.0,10857.94321
110,156.216753,1354.86,0.0,5500.0,858.976682
112,5322.994094,2812.2,2510.3529510000003,8500.0,1509.423237
113,6458.562089999999,0.0,3360.2287939999997,7000.0,1277.7677800000001
114,175.341651,1508.9,0.0,5000.0,1884.2277780000002
115,680.195157,1045.57,0.0,3000.0,552.4323049999999
116,223.763616,2309.78,0.0,6500.0,1206.81188
117,1785.626943,0.0,576.2063820000001,1800.0,687.691735
118,54.933231000000006,495.0,0.0,7000.0,1969.845566
119,2662.629852,0.0,509.023801,3000.0,932.4188550000001
120,8504.876253,6724.26,1686.599777,17000.0,1888.7568609999998
122,2114.1586829999997,5580.85,0.0,8500.0,3564.9777740000004
123,2876.396444,0.0,998.84867,3200.0,1065.426905
124,14224.115409999999,0.0,4614.427403,19000.0,3066.614272
125,2392.917738,12462.44,0.0,2800.0,11628.71557
126,57.453201,0.0,272.713302,1200.0,385.853874
127,4245.855092,1957.3,0.0,5000.0,1004.35474
128,11167.23403,150.64,8362.154254000001,17000.0,2606.059389
131,4637.848144,1271.12,0.0,5000.0,1906.032044
132,24.28497,250.6,0.0,3000.0,319.762903
133,9354.06045,796.33,13748.471309999999,13000.0,10664.65866
134,231.10899500000002,440.0,0.0,4000.0,554.116542
135,1562.633343,1330.62,0.0,2000.0,1020.7836470000001
136,2494.868559,5491.79,0.0,17000.0,1015.3119529999999
137,706.132889,897.86,586.268966,1200.0,972.358048
138,19043.13856,22009.92,0.0,18000.0,23018.57583
139,2235.103331,720.6,723.308724,2500.0,1061.292471
140,947.13081,197.06,0.0,1000.0,492.20041900000007
141,764.042156,0.0,1307.102516,7500.0,1566.8068970000002
143,10598.467770000001,2084.48,0.0,21500.0,3219.621433
144,2163.678757,5779.36,0.0,6500.0,4416.412679999999
145,3057.400553,1025.0,0.0,7500.0,698.854095
147,264.811595,28.65,384.26178,9000.0,1235.630069
148,1108.22253,944.96,0.0,1500.0,1955.198953
149,906.573724,1039.2,103.102091,13500.0,1855.2354070000001
150,7679.629040000001,4059.93,555.469352,7000.0,3685.6106200000004
151,1523.911458,4075.37,0.0,6500.0,2254.2600199999997
152,49.206255999999996,870.24,0.0,8000.0,835.8399519999999
153,13673.079609999999,9792.23,2444.445738,20000.0,11717.30794
154,106.455975,2463.12,0.0,4000.0,2573.722764
155,119.76090400000001,1859.34,0.0,20000.0,3104.275623
157,1734.510004,0.0,66.275851,1800.0,363.474455
158,2765.7482809999997,7283.31,0.0,11000.0,14373.3929
159,1046.37041,295.0,93.579809,1200.0,439.407082
160,2737.367678,0.0,429.69116399999996,3000.0,778.827993
161,4014.8181670000004,0.0,988.356213,8500.0,1009.185035
162,871.5689769999999,648.22,0.0,1200.0,1110.886425
163,1610.040203,557.19,0.0,4000.0,422.71184800000003
164,114.59381699999999,469.98,0.0,1000.0,367.109312
165,5800.587339,0.0,369.950794,6500.0,1346.365584
166,823.103926,131.64,0.0,8000.0,2916.071564
167,595.677343,5078.14,1424.4426019999999,15000.0,4756.654374000001
168,1128.124563,924.6,0.0,1000.0,1202.711782
169,349.441102,1975.4,0.0,4000.0,1795.012223
170,840.804076,0.0,3671.777443,4000.0,3621.266477
171,975.942008,10221.35,1620.685551,10500.0,10693.49585
172,23.111088,300.0,0.0,12500.0,291.948834
173,2187.7322649999996,0.0,3905.3262560000003,3000.0,1423.788603
174,11972.011040000001,5715.0,1626.351366,14000.0,4639.513745
175,1608.451822,0.0,205.737165,1800.0,470.56598399999996
177,2933.240476,0.0,2040.433925,3000.0,2431.578544
178,336.799916,3535.8,0.0,20000.0,2814.2312269999998
179,36.236312,256.11,0.0,5300.0,831.375322
180,903.2978099999999,2697.48,0.0,2500.0,1686.1963440000002
182,2881.253586,117.0,17661.49486,4500.0,17301.83238
184,117.44268400000001,653.73,0.0,10000.0,441.588141
185,168.52270900000002,2009.05,0.0,1200.0,2612.7604969999998
186,1706.014379,147.78,1657.090283,6000.0,1186.0627650000001
187,874.583247,516.54,0.0,900.0,579.749308
189,966.251742,311.45,955.959749,1500.0,277.522439
190,38.615644,280.4,0.0,6150.0,254.39298399999998
192,40.417255,79.2,1631.576375,4000.0,1647.880773
193,5462.897068,1453.32,0.0,16500.0,1382.269127
194,3983.9237049999997,756.54,0.0,4000.0,1110.870941
195,5588.846272,3507.35,0.0,11500.0,1412.597253
196,281.17037799999997,3163.69,0.0,8000.0,2422.911622
197,130.25153799999998,1343.19,0.0,15000.0,1043.5592900000001
198,1973.8149640000001,873.0,0.0,8000.0,541.722532
199,5698.539876,47.55,2039.52804,6000.0,2976.579866
200,43.103899,370.0,0.0,23000.0,1212.0542189999999
201,566.546048,405.75,1044.6516179999999,2000.0,1249.835142
202,24.527252999999998,261.64,0.0,4000.0,376.758504
203,8350.145568,1989.28,893.7579029999999,14000.0,4720.900413
204,4559.7792340000005,10848.5,0.0,7500.0,9423.715495
205,2.67713,43.39,0.0,4000.0,130.107234
206,1570.682346,645.32,1665.331678,1800.0,2591.391006
207,7201.736985,987.1,5468.620604,10500.0,1941.5411579999998
208,6467.885013,1464.14,3947.86784,11500.0,1658.563509
209,64.08090899999999,927.0,0.0,5000.0,1260.16384
210,5635.860679,393.62,5933.467329,10000.0,1919.630466
211,3670.50596,965.5,0.0,7500.0,1034.932404
212,2458.376257,0.0,102.275984,7500.0,4543.6348100000005
213,768.004936,336.41,0.0,6000.0,947.696134
214,75.647479,540.0,0.0,4000.0,548.967281
216,1121.730896,878.52,197.648111,1500.0,542.836917
217,7.56809,144.26,0.0,11500.0,134.710832
218,2053.441598,493.85,1738.3337800000002,2000.0,2795.059574
219,2422.311938,4490.69,188.783221,8500.0,5763.666926
220,9047.621884,11188.62,0.0,10000.0,11994.41815
221,3061.213971,1829.2,0.0,7000.0,971.234118
222,41.642389,75.99,0.0,2700.0,69.163384
223,5431.622968,1824.16,0.0,14500.0,1508.0164519999998
224,6571.484039,9325.22,0.0,8500.0,11036.72668
225,28.461629,100.0,0.0,4000.0,125.76916899999999
226,4178.625215,1431.89,0.0,4000.0,2384.542045
227,3019.019487,2260.41,0.0,8500.0,2187.930651
228,1.045584,0.0,466.64389500000004,1200.0,1068.581252
229,2723.3692170000004,10410.49,0.0,19500.0,9695.650901
230,1070.999446,990.7,0.0,1400.0,505.31732800000003
231,279.608696,3034.92,0.0,2900.0,2928.9098649999996
232,1255.9018210000002,1038.81,1092.6347039999998,5700.0,1215.454299
233,2229.8572870000003,45.65,0.0,2500.0,542.7463
234,2363.489077,2641.98,263.884743,3000.0,1839.928884
236,7623.224897,300.0,2800.7283429999998,12000.0,1975.9741829999998
237,3421.571922,126.69,154.341344,10500.0,2515.4357379999997
238,48.898610999999995,247.09,182.357669,5500.0,409.594792
239,1874.716289,301.1,0.0,1950.0,586.974046
241,237.235398,2410.07,0.0,4000.0,3773.7274549999997
242,1272.927288,5350.19,0.0,8000.0,5825.602115
243,558.4767009999999,630.03,0.0,5500.0,426.092563
244,2814.2076260000003,3197.24,0.0,3000.0,3574.480603
245,8.061012,133.0,0.0,3000.0,130.61272
246,435.862142,1646.16,0.0,12000.0,1055.835407
247,6.390383,79.66,0.0,1500.0,75.896288
248,9612.21512,319.92,13439.5704,12000.0,10993.892109999999
249,7938.559134,3677.52,0.0,12500.0,2657.856602
250,2344.478291,1041.63,4003.968939,4000.0,3033.665478
251,996.4822199999999,675.96,0.0,1000.0,1851.6024109999998
252,19.508047,193.14,0.0,2000.0,220.46377
253,185.640313,1703.23,0.0,11500.0,1449.039414
254,5335.302925,0.0,468.958688,6000.0,1350.318606
255,22.189283,234.16,0.0,1500.0,479.910499
256,5.8717690000000005,29.68,0.0,10000.0,76.943584
257,1049.4964710000002,1322.67,774.260436,11000.0,802.3854299999999
258,5570.190127000001,1607.88,0.0,13500.0,1583.411686
259,1668.591831,0.0,1716.9412350000002,1800.0,2166.981163
260,2224.5909460000003,3183.0,0.0,9000.0,3823.346244
261,2903.781184,3014.23,103.610197,4500.0,1350.3702859999999
262,2041.4800460000001,7323.38,191.331735,3000.0,3792.0950789999997
263,7755.698606999999,8533.54,7540.30735,10000.0,4758.209146
264,614.263149,408.93,0.0,9000.0,2161.153147
265,8097.334733,3999.92,0.0,7500.0,5624.074339
266,1082.33027,2980.46,0.0,6000.0,1116.967993
267,2734.66412,560.73,0.0,7500.0,717.798364
268,80.70880600000001,569.9,0.0,9500.0,634.000055
269,2554.525229,6186.77,1898.690655,10950.0,11198.92613
270,535.947221,4550.81,438.469118,8500.0,4317.191232
271,3905.365959,150.8,1659.19931,7500.0,990.524408
272,156.278339,1385.1,0.0,14000.0,1280.473571
273,5131.319584000001,32539.78,0.0,11500.0,26652.34432
274,5265.763713,410.24,15452.97758,16500.0,12005.3074
275,2.564117,47.95,0.0,1500.0,294.507498
276,1873.0845769999999,126.57,181.139378,2100.0,483.557464
278,1473.495809,414.0,0.0,10500.0,5863.94034
279,1504.82705,2010.0,1189.292764,8500.0,859.8299460000001
280,7645.108426999999,4693.15,0.0,13500.0,4786.648679999999
281,1129.3375800000001,498.96,72.259355,1000.0,829.505486
282,668.956687,224.2,0.0,9500.0,568.336995
283,2302.184366,2856.57,0.0,2500.0,2914.419813
284,272.711518,0.0,682.1560509999999,3000.0,2755.877257
285,4246.430225,0.0,9270.408108,7000.0,6010.525656
286,2420.761135,0.0,567.2337980000001,3000.0,871.7133210000001
287,2935.324966,409.63,1876.241162,5000.0,580.13865
288,83.14828299999999,843.34,0.0,6500.0,1024.267592
289,5469.851311,0.0,512.792701,6000.0,1362.9667980000002
290,280.142117,2236.49,0.0,10000.0,1986.838064
291,5790.930625999999,464.51,2516.727082,6000.0,1515.594331
292,3605.714046,1779.0,0.0,5000.0,856.0582800000001
293,3992.2618850000003,0.0,348.834361,4000.0,1057.678259
294,41.833264,456.36,0.0,6000.0,370.996177
295,635.090434,5758.71,0.0,2900.0,7943.570209999999
296,1521.1681,245.98,2792.67597,6000.0,2261.523522
297,5547.092593,0.0,3298.958165,12000.0,1786.142816
298,2503.107213,733.9,0.0,3000.0,1620.1932769999999
299,191.450711,1641.07,380.97234100000003,500.0,1583.918811
300,3621.7020399999997,674.73,1684.9574109999999,4000.0,1139.058595
301,2762.479434,2702.47,0.0,11000.0,7596.7683640000005
302,4338.606862,0.0,1817.569093,8000.0,8019.800702
303,388.873921,1579.15,0.0,2700.0,451.600059
304,9261.310686,0.0,8603.045938,11000.0,1933.4139079999998
305,208.131845,2161.38,0.0,4500.0,2059.879468
306,169.088238,1482.19,0.0,6000.0,1289.570234
307,133.91155600000002,1446.05,0.0,3500.0,1364.121036
308,1613.34907,0.0,1606.322681,4500.0,312.433361
310,53.208422,498.17,0.0,15000.0,611.606459
311,1329.967543,2009.12,1763.7945829999999,2500.0,2715.972095
313,927.0419609999999,0.0,402.97416400000003,1000.0,719.974244
314,1872.7676510000001,0.0,3394.509419,5500.0,1151.721386
315,185.39631200000002,0.0,842.456926,1000.0,117.54276399999999
316,4823.822993,0.0,6481.300951,7000.0,863.62306
317,994.105777,126.2,0.0,1950.0,314.302968
318,40.089221,225.0,0.0,1500.0,325.578502
320,4732.37354,14.95,2173.356068,5700.0,1289.284068
321,9206.811695999999,874.98,4653.693195000001,12500.0,2055.100879
322,6719.376504999999,0.0,2443.262416,7500.0,1493.089193
323,2233.074041,445.2,0.0,8000.0,1042.991769
324,1867.6498379999998,0.0,3264.573342,4500.0,476.162309
325,57.842746,689.34,0.0,1500.0,453.84241299999996
326,4194.033835,2006.87,0.0,21000.0,19714.09728
327,2459.8623390000002,678.0,927.2516699999999,2500.0,1926.31853
328,850.630114,0.05,1700.634586,1000.0,1084.281127
329,353.198215,3085.69,0.0,8500.0,2690.5256870000003
330,2669.160638,0.0,142.141325,3000.0,642.777061
331,92.44074300000001,1080.0,0.0,6000.0,1077.058667
332,706.6759910000001,2721.16,0.0,6500.0,4952.900653
333,361.319366,3095.96,0.0,14000.0,4003.782858
334,2324.086254,0.0,1600.7580779999998,2300.0,2147.890523
335,2922.487907,71.07,3595.158425,9500.0,9226.751112
336,98.364739,65.0,0.0,1200.0,718.7943280000001
337,498.208616,4786.61,0.0,9000.0,3805.669705
338,16.93339,174.42,0.0,2500.0,347.08637999999996
339,3355.631092,242.88,0.0,13500.0,6084.115091
340,907.982017,216.94,1011.997944,3200.0,222.02316000000002
341,1132.386178,2246.3,14048.07181,6000.0,32048.6122
342,1254.6691,361.73,198.686744,1500.0,535.606816
343,80.336636,330.0,0.0,1800.0,345.330572
344,260.838885,2854.11,0.0,9500.0,2437.332725
345,17.356961,390.0,0.0,2000.0,302.454171
346,1897.672025,422.18,0.0,5500.0,2961.6321989999997
347,1032.241153,1005.52,0.0,3000.0,1866.265366
348,3536.601227,2132.93,5340.016172,11000.0,8251.146945999999
349,21.580264,284.72,0.0,5000.0,344.16141600000003
350,4211.539631000001,0.0,455.581546,10500.0,1288.287239
351,1732.7152579999997,3244.16,0.0,11500.0,5674.185857
352,8939.461145000001,2490.17,5309.949725,9500.0,3957.017497
354,41.754778,636.15,0.0,8500.0,918.4142109999999
355,1937.246177,3018.93,0.0,5000.0,3909.837604
356,99.95508199999999,1222.97,0.0,19500.0,1142.077891
357,5135.604593,110.18,6551.99521,6000.0,1716.9984239999999
358,214.89654199999998,0.0,1192.015721,3000.0,2298.902197
359,1543.287931,0.0,36.481832,1800.0,548.589391
360,601.92037,983.77,0.0,2400.0,389.411161
361,1261.05733,0.0,474.42984299999995,1500.0,866.865018
362,85.285023,423.24,0.0,11000.0,296.01675
363,1903.688611,6079.5,10227.22894,7300.0,18552.39489
364,813.068705,439.38,727.658311,1200.0,237.996469
365,1279.325142,1207.25,0.0,1200.0,1282.705869
366,237.66931200000002,259.13,0.0,2300.0,2680.635587
367,5747.761139,1627.69,0.0,5500.0,2507.7047469999998
368,7760.940543000001,0.0,3423.085934,8000.0,2845.010795
369,6388.1084869999995,0.0,3768.6966780000002,8000.0,10973.14532
370,426.372628,5749.96,0.0,12000.0,5711.540654
371,8806.866629,1490.94,2813.063846,9000.0,2116.662516
373,1128.2293869999999,5068.88,0.0,4500.0,3904.568067
374,2045.5414079999998,1067.28,0.0,2000.0,2021.775795
375,8.520292,64.12,0.0,7000.0,176.60054499999998
376,11278.95243,6855.59,0.0,18500.0,4868.088671
377,143.44383200000001,1631.0,0.0,2500.0,2550.799492
378,241.223955,180.91,0.0,1400.0,802.858576
379,1528.571561,0.0,172.931118,1600.0,353.582373
380,12474.72954,136.88,515.147607,14000.0,3519.0088590000005
381,566.147105,0.0,187.57235500000002,2000.0,1177.6615769999999
382,1077.606225,343.21,1609.900552,1500.0,930.3280710000001
383,1.838084,16.5,0.0,6000.0,57.595082999999995
384,507.14434800000004,5708.18,0.0,4000.0,5589.952268
385,816.82453,42.3,3967.7099729999995,6000.0,361.853722
386,1526.506915,46.67,0.0,1800.0,338.413344
387,7957.017218000001,0.0,4909.937494,9000.0,677.144841
388,79.189929,699.12,0.0,2500.0,697.977603
389,497.90802699999995,245.39,0.0,4000.0,328.796655
390,681.95925,98.0,0.0,4000.0,192.36998300000002
391,1535.248256,857.36,0.0,6550.0,3239.629759
392,1508.5137650000001,2747.12,246.046033,5000.0,4730.374245
393,11209.37076,11147.33,2728.576925,11000.0,7932.774020000001
394,201.3504,600.0,0.0,1000.0,249.06630800000002
395,2502.264409,0.0,2368.8726420000003,10000.0,541.3089809999999
396,4543.789386,255.12,0.0,8500.0,1703.3321260000002
397,918.342234,1221.53,1078.788118,1200.0,1421.035206
398,5066.744231000001,0.0,1974.503664,13000.0,1336.016317
399,2259.431829,780.64,1227.5554849999999,3500.0,663.553502
400,437.78987300000006,1532.1,0.0,5000.0,1834.3689530000001
401,2025.162877,778.33,0.0,2000.0,1411.329676
402,3770.5604409999996,964.06,5140.287889,6000.0,565.71913
403,140.730723,1667.13,0.0,13000.0,1669.260634
405,3298.692478,1088.83,0.0,9000.0,6862.520734999999
407,1874.8433940000002,0.0,120.178123,2100.0,444.783009
408,3024.629054,0.0,2171.139178,4500.0,4226.578611
409,154.641707,1897.92,0.0,13500.0,5563.437084
410,1322.057239,0.0,76.260896,6200.0,802.038512
411,62.287137,1263.29,0.0,9500.0,1356.425369
413,4664.023286,340.0,3510.1157350000003,6000.0,2162.141639
414,318.03434,1277.58,0.0,7000.0,552.7347139999999
415,681.615445,4117.24,0.0,6000.0,4561.589382
416,9335.31417,226.23,0.0,15000.0,1885.239981
417,6404.955911999999,3970.8,0.0,7500.0,3879.2525119999996
418,133.405494,1346.9,0.0,8000.0,1369.437449
419,1403.597712,1050.83,4083.5151079999996,5000.0,4673.520993
420,469.878834,1364.99,284.75453500000003,2000.0,1849.10398
421,1452.437463,0.0,114.91871499999999,1500.0,331.670616
423,6032.740390999999,7553.48,0.0,13500.0,5377.338091
424,1692.7554870000001,570.16,2817.05225,9000.0,6124.31525
425,3534.253718,566.28,3888.7564119999997,4000.0,1298.8236869999998
426,654.574445,0.0,2819.60583,8000.0,422.878799
427,1648.721384,0.0,39.646806,1800.0,357.836436
428,6822.877573000001,137.34,4815.112874,10000.0,1874.9548940000002
429,8647.057641,0.0,5105.254316,10000.0,2052.533488
430,5055.582822,0.0,3435.737817,9000.0,6918.272206000001
431,4245.550244,332.82,6649.712062,5000.0,5810.994681
432,541.915572,1377.72,0.0,2500.0,182.177646
433,4855.340797,0.0,1886.470361,6000.0,2996.735376
434,981.643409,0.0,1462.32354,1500.0,2008.9717449999998
435,7057.658848,360.7,6517.5418119999995,8000.0,5147.693822
436,4264.307261,222.64,249.29820800000002,4500.0,1017.2418550000001
437,4503.390811,1634.74,94.837161,13000.0,1094.3453359999999
438,969.2944460000001,0.0,340.249539,1200.0,591.853821
439,4479.115547,759.15,2493.1117050000003,6000.0,994.5004949999999
440,37.753941,243.36,0.0,1800.0,546.417272
441,7386.704481000001,0.0,10713.8746,10500.0,7566.577762999999
442,1265.805627,0.0,2820.528417,2500.0,1370.235544
443,598.7877599999999,519.0,0.0,4500.0,621.255763
444,3143.9289129999997,3055.87,0.0,4500.0,2198.2936670000004
445,5580.530306000001,2470.4,1652.8788949999998,9500.0,3340.0412739999997
446,576.6359570000001,1671.6,0.0,1800.0,1021.907217
447,51.818382,903.36,0.0,15000.0,538.841222
448,1036.595935,0.0,193.73813700000002,1200.0,274.653536
449,21.12921,229.5,0.0,3150.0,423.206638
450,1534.9693439999999,1476.19,0.0,2500.0,1493.9199859999999
451,4994.04832,2506.89,0.0,8500.0,1230.2193960000002
452,4700.106602000001,2570.0,124.563782,4500.0,3259.958288
453,9601.071318,238.34,4809.11955,15000.0,1194.5107619999999
454,1207.888199,1342.36,1738.109478,4000.0,288.883026
455,87.442862,786.32,0.0,7500.0,881.284581
456,123.394089,1450.68,0.0,6000.0,1583.421932
457,395.052994,1239.46,0.0,1500.0,401.21704700000004
458,1715.459275,96.75,19.141227,1800.0,452.22551200000004
459,1492.039988,4106.15,734.816479,12000.0,9678.173119
460,636.669685,2022.38,0.0,6000.0,939.306791
461,223.772475,3654.08,0.0,2500.0,3301.334578
462,1122.603377,883.73,0.0,3000.0,632.0624429999999
463,805.131074,795.54,418.482499,1700.0,1804.065076
464,869.001444,0.0,278.591282,1200.0,541.101815
465,4458.0551590000005,0.0,2806.959645,7500.0,1088.755323
466,2070.069187,1382.57,0.0,2400.0,1580.0815
467,52.229659000000005,565.5,101.13737900000001,8500.0,2768.795805
468,6426.639738,4462.86,4599.625146,11800.0,1793.0432280000002
469,206.59686499999998,1726.67,0.0,6000.0,4804.383296
470,5810.748774000001,217.0,12377.36037,9000.0,10428.37611
471,3872.6054670000003,0.0,1483.9330539999999,4000.0,1067.4054609999998
472,2597.400267,1748.73,0.0,6500.0,2497.488126
473,1481.43247,0.0,149.36039,1800.0,586.426259
474,1135.53683,50.98,0.0,1200.0,320.592941
475,3430.9815320000002,378.04,0.0,11300.0,4315.936534
476,4102.599015,1483.12,1992.715742,5000.0,1357.36111
477,150.952465,6407.67,0.0,14500.0,3484.429075
478,3170.5376929999998,0.0,1161.103112,3500.0,547.23924
479,911.2818619999999,70.0,0.0,8500.0,566.292758
480,45.753138,449.96,0.0,7000.0,1023.2091640000001
481,456.648662,3355.33,0.0,6500.0,2087.8717469999997
482,198.035504,0.0,14371.787890000001,10000.0,14481.46544
483,473.840442,0.0,818.1244839999999,3000.0,142.286073
484,285.813075,3220.09,0.0,15000.0,826.764555
485,204.329381,6558.55,0.0,7000.0,5872.707939
486,3690.177649,0.0,1328.643945,4000.0,1006.358943
487,327.44597799999997,4305.05,0.0,9500.0,4030.061017
488,6856.045926000001,262.1,3053.777459,13000.0,1629.239381
489,155.644239,1626.83,0.0,13000.0,1924.101393
490,4263.008734,3522.57,2485.845274,6000.0,1165.621928
491,10249.71178,0.0,2438.3567190000003,18000.0,2662.365409
492,813.185305,8194.05,0.0,6000.0,7069.804042
493,911.893997,1604.8,1302.014616,4500.0,191.366024
494,3563.2369200000003,709.9,779.264494,7000.0,826.576112
495,12478.172859999999,174.0,3269.418821,14000.0,3251.190662
496,2061.2793699999997,0.0,554.11523,4500.0,552.713988
497,1556.376158,0.0,655.037683,1700.0,1076.722225
498,126.207012,913.0,0.0,7500.0,1718.487894
499,2516.753364,606.62,0.0,2750.0,1043.6171539999998
500,1199.942209,1447.01,49.912813,2400.0,642.7237230000001
501,13479.288209999999,41050.4,0.0,17000.0,36066.750680000005
502,80.06269300000001,727.27,0.0,20000.0,822.928249
503,839.897907,1869.88,0.0,4000.0,999.235386
504,128.175207,182.94,0.0,5000.0,1391.649702
505,47.6368,379.28,0.0,2500.0,641.943628
506,1529.206464,874.94,0.0,1500.0,716.2410629999999
507,2643.343414,26402.39,0.0,16500.0,24529.27662
508,2924.757622,0.0,281.044645,3000.0,677.6494349999999
509,5036.8705310000005,1752.15,1072.351863,10300.0,1489.5975740000001
510,32.042424,400.41,0.0,4500.0,353.57025899999996
